I II V1 V2 V3 V4 V5 V6
1 -9 1 13 4 -4 -2 -5
1 -10 1 12 3 -4 -2 -5
0 -11 1 13 4 -4 0 -4
-2 -12 1 13 4 -4 0 -6
-2 -13 1 13 4 -4 -2 -6
1 -10 0 13 3 -4 -2 -6
3 -8 2 15 5 -3 0 -5
3 -7 3 17 7 -2 0 -5
2 -7 2 15 6 -3 -2 -6
1 -7 0 14 4 -4 -2 -7
1 -6 0 14 5 -3 -2 -6
1 -6 0 13 5 -3 -2 -6
0 -8 0 13 5 -3 0 -5
-3 -11 1 14 6 -2 1 -4
-4 -11 1 14 6 -2 0 -4
1 -7 0 15 7 0 0 -4
5 -4 3 18 10 3 3 0
6 -3 3 18 11 3 4 0
4 -4 0 16 9 1 2 -2
1 -5 1 16 9 2 3 -3
1 -5 2 17 10 3 3 -3
0 -5 1 16 10 2 3 -4
-4 -7 0 15 8 2 2 -5
-6 -8 -4 14 7 2 2 -5
-5 -9 -5 13 8 2 2 -4
-3 -8 -4 15 9 3 4 -2
5 -2 -3 16 10 4 6 0
10 5 1 19 14 8 9 4
9 5 0 18 13 7 7 4
3 1 -2 16 11 5 5 1
2 1 -2 15 12 5 5 0
3 4 -2 15 12 6 5 -2
2 4 -2 16 12 7 6 0
0 3 -3 16 12 8 6 0
1 2 -4 17 14 9 7 1
2 0 -4 17 15 10 8 2
1 -3 -4 19 16 11 9 2
2 -2 -4 18 15 10 9 2
2 -2 -3 18 15 11 10 3
0 -4 -3 18 16 12 10 3
0 -3 -4 16 14 11 9 2
2 3 -5 17 16 12 9 4
3 5 -5 17 17 14 11 4
0 4 -6 17 18 14 11 3
0 5 -6 18 18 15 11 3
2 8 -5 19 19 16 12 3
4 9 -5 20 21 17 13 4
5 10 -6 20 22 18 14 5
5 9 -6 19 23 19 14 5
4 7 -7 19 24 20 15 6
3 6 -7 19 26 22 17 6
2 7 -7 19 26 23 18 8
3 9 -6 19 26 24 19 9
4 9 -5 20 27 24 19 9
4 8 -4 22 29 26 20 10
3 7 -5 22 28 26 20 10
2 7 -5 23 28 27 20 10
2 8 -7 21 27 27 20 10
3 8 -7 22 28 28 21 11
4 9 -8 21 28 28 21 10
4 10 -8 21 29 29 22 10
4 12 -10 20 29 29 22 11
4 14 -10 21 29 29 23 12
4 14 -9 20 29 30 23 12
4 14 -8 20 30 30 23 12
4 13 -9 20 30 30 23 11
3 13 -10 20 30 30 23 11
3 12 -9 21 30 31 25 12
2 11 -9 20 30 31 25 12
2 10 -8 21 31 33 26 14
5 12 -8 21 32 34 27 15
7 14 -7 22 33 36 29 18
5 11 -7 21 33 36 30 18
3 8 -8 20 32 36 31 18
4 7 -8 20 31 35 30 19
4 6 -8 20 30 33 29 19
4 3 -7 21 30 32 29 19
4 2 -6 22 31 33 31 21
6 3 -6 21 29 31 30 22
6 2 -6 19 27 29 30 21
6 -2 -7 18 25 28 29 19
5 -4 -6 17 23 27 29 19
5 -5 -6 16 22 25 28 19
5 -5 -5 15 21 23 26 18
5 -7 -4 15 20 22 26 19
4 -9 -3 15 18 21 25 19
3 -12 -2 14 17 19 23 17
1 -16 0 14 16 17 21 16
0 -18 -2 13 14 15 19 14
-2 -22 -3 11 12 12 18 12
-4 -26 -3 10 11 10 16 12
-5 -27 -3 10 9 9 14 10
-5 -26 0 11 9 9 15 11
1 -21 2 13 10 10 16 13
6 -17 2 14 12 11 18 15
7 -17 2 14 11 10 17 15
4 -20 2 13 9 8 16 14
3 -21 3 13 8 6 15 13
4 -20 4 12 8 5 15 14
2 -22 3 10 6 3 14 12
0 -23 2 7 3 1 11 10
1 -22 3 9 4 1 11 10
2 -21 3 10 4 2 11 9
0 -23 2 7 1 0 9 6
-2 -24 2 8 2 0 9 6
1 -23 1 8 1 -2 8 6
2 -23 2 8 0 -3 7 5
0 -24 1 8 0 -5 6 3
-3 -25 1 7 -2 -7 4 2
-5 -27 0 5 -3 -9 1 -2
-7 -31 -2 4 -4 -9 -2 -2
-6 -32 0 5 -3 -8 0 1
-2 -26 2 7 0 -6 3 3
4 -20 3 9 2 -4 6 6
5 -19 3 8 2 -4 6 6
3 -21 2 7 0 -5 5 5
0 -24 3 7 -2 -5 5 5
-2 -25 2 6 -2 -7 4 5
0 -24 2 7 -2 -8 4 5
1 -21 2 7 -2 -7 4 5
3 -18 3 7 0 -6 4 5
3 -18 3 7 0 -6 3 4
-2 -22 3 6 -3 -8 0 1
-4 -24 3 7 -2 -8 1 2
-2 -22 2 6 -3 -8 1 3
1 -21 2 7 -2 -7 3 4
1 -22 2 8 -2 -8 2 4
1 -22 2 8 -3 -9 2 4
1 -22 2 7 -3 -9 2 3
0 -22 1 7 -4 -9 2 2
0 -22 2 6 -4 -9 1 2
1 -21 2 7 -3 -8 3 3
0 -21 1 6 -3 -7 1 2
-5 -24 0 4 -4 -8 0 0
-7 -27 0 4 -4 -9 -2 0
-6 -27 0 4 -5 -10 -2 -3
-5 -26 2 7 -3 -9 0 0
-4 -24 3 7 -3 -9 1 1
1 -19 2 8 -3 -8 2 2
3 -17 4 9 0 -6 4 5
-2 -18 4 7 0 -6 3 5
-4 -20 2 6 -3 -7 2 3
3 -16 3 9 0 -5 4 5
6 -14 4 9 1 -4 4 5
2 -17 2 8 -2 -6 1 3
0 -19 3 8 -2 -7 1 3
2 -17 1 7 -2 -8 1 2
3 -17 3 7 0 -6 3 3
3 -17 3 7 0 -6 3 4
2 -18 4 8 1 -5 4 5
1 -18 3 7 0 -5 2 4
1 -18 3 6 -2 -6 2 3
1 -17 3 7 -2 -6 2 3
1 -17 3 7 -2 -6 2 2
0 -18 2 6 -2 -7 1 2
-2 -19 3 7 -2 -7 2 3
-4 -20 2 6 -3 -7 2 3
-4 -19 1 5 -3 -8 2 3
0 -17 1 5 -2 -7 3 4
2 -15 2 6 0 -5 4 4
2 -16 1 5 -2 -5 3 3
0 -18 1 5 -3 -5 3 2
1 -18 2 5 -3 -5 3 3
0 -17 0 5 -3 -4 3 4
-2 -19 0 3 -4 -5 3 4
-2 -20 0 3 -4 -8 3 4
-2 -21 0 4 -4 -7 3 4
-2 -21 1 5 -4 -6 3 5
1 -19 1 4 -3 -6 3 5
3 -16 1 4 -3 -6 3 5
2 -14 0 3 -5 -8 1 3
0 -16 1 4 -4 -7 2 4
0 -15 0 3 -5 -7 2 3
1 -14 1 3 -5 -6 2 5
1 -15 1 4 -5 -7 1 4
1 -17 2 5 -5 -7 1 4
0 -18 2 5 -5 -7 1 3
0 -18 2 5 -5 -7 1 4
0 -17 1 4 -4 -7 1 4
0 -16 1 3 -4 -7 1 3
0 -14 0 1 -5 -8 0 2
1 -13 -2 0 -6 -9 -2 1
1 -13 0 0 -7 -9 -2 1
1 -15 0 1 -6 -9 0 1
1 -16 -2 1 -6 -10 -2 0
1 -15 1 3 -6 -9 0 2
1 -15 1 3 -5 -7 1 3
1 -16 0 1 -6 -9 1 3
-2 -17 0 1 -7 -10 0 3
-3 -17 1 2 -7 -9 1 4
-2 -17 0 0 -8 -9 1 3
0 -17 0 0 -7 -9 1 4
-2 -17 0 0 -7 -9 1 4
-2 -17 0 0 -7 -10 0 3
-2 -17 0 0 -8 -11 0 2
0 -17 1 1 -8 -11 -2 2
0 -17 1 1 -8 -10 0 2
0 -17 1 1 -8 -10 0 2
-2 -16 0 0 -8 -10 -2 3
-2 -16 0 -2 -8 -10 -2 3
0 -15 0 -3 -9 -10 -3 1
0 -13 0 -3 -8 -9 -2 1
2 -11 -2 -2 -9 -10 -4 0
3 -11 1 1 -7 -9 -3 0
2 -11 0 1 -6 -9 -2 0
-2 -12 1 2 -5 -8 0 2
-3 -9 1 2 -6 -8 -2 2
1 -6 1 2 -4 -6 1 4
3 -3 1 2 -3 -5 2 6
3 -3 3 3 -3 -5 3 7
1 -5 5 4 -2 -4 3 6
0 -8 6 5 -3 -4 1 5
-2 -8 7 5 -3 -6 0 3
-3 -7 8 5 -2 -7 1 3
-2 -5 8 5 -2 -6 1 4
1 -3 7 7 1 -4 2 5
2 0 7 8 2 -2 4 6
2 1 7 7 2 -2 5 7
2 2 5 5 1 -3 4 6
2 2 2 3 0 -3 3 6
2 3 -3 2 -2 -3 4 7
3 5 -6 0 -4 -4 4 7
3 6 -8 -3 -4 -5 4 7
3 6 -10 -4 -5 -5 4 7
4 6 -14 -7 -7 -7 2 6
2 2 -14 -6 -8 -8 1 4
1 -2 -13 -6 -8 -8 0 3
3 1 -14 -7 -8 -7 0 3
5 4 -13 -6 -6 -5 2 6
5 5 -14 -7 -6 -5 2 6
6 5 -14 -6 -6 -5 3 7
7 4 -13 -5 -5 -6 3 8
7 3 -13 -6 -7 -7 2 8
6 1 -12 -6 -7 -6 2 9
6 1 -11 -4 -6 -4 4 10
6 2 -8 -2 -4 -2 6 11
6 3 -8 -3 -5 -4 7 11
4 0 -8 -5 -7 -6 4 9
2 -4 -7 -6 -9 -8 1 6
1 -5 -5 -6 -10 -10 -3 3
1 -4 -4 -7 -10 -12 -6 1
0 -4 -3 -7 -10 -13 -6 1
-3 -5 -4 -7 -11 -14 -7 1
-5 -7 -3 -8 -12 -14 -7 1
-4 -8 -2 -7 -12 -14 -8 1
-3 -9 0 -7 -12 -14 -8 0
-2 -11 0 -7 -13 -15 -9 -3
-3 -12 0 -7 -12 -15 -9 -3
-4 -14 1 -6 -12 -15 -8 -3
-5 -17 1 -6 -11 -15 -9 -4
-5 -16 0 -6 -12 -16 -10 -5
-4 -12 0 -8 -13 -16 -10 -5
-3 -11 0 -8 -13 -16 -9 -4
-4 -13 0 -8 -13 -16 -10 -4
-5 -13 0 -8 -14 -18 -11 -5
-5 -12 1 -7 -14 -18 -10 -5
-5 -14 1 -7 -15 -18 -11 -6
-5 -16 2 -6 -14 -17 -11 -5
-3 -16 2 -7 -14 -18 -11 -5
-2 -15 2 -7 -14 -18 -11 -5
-5 -16 2 -8 -14 -18 -13 -7
-5 -16 1 -9 -15 -20 -14 -9
-5 -15 2 -8 -14 -19 -14 -8
-5 -15 3 -8 -14 -18 -13 -8
-5 -15 3 -7 -13 -18 -13 -8
-5 -16 3 -7 -13 -18 -14 -8
-5 -14 2 -8 -14 -19 -14 -9
-5 -13 2 -7 -14 -19 -14 -9
-5 -12 2 -7 -15 -19 -14 -8
-4 -13 3 -7 -15 -18 -13 -7
-4 -14 3 -7 -15 -19 -13 -7
-5 -16 3 -7 -14 -18 -12 -6
-5 -17 2 -8 -14 -18 -12 -6
-5 -17 2 -8 -14 -17 -11 -6
-5 -15 3 -8 -14 -17 -10 -6
-5 -14 2 -8 -15 -18 -11 -8
-5 -15 3 -7 -14 -18 -12 -8
-5 -16 3 -7 -14 -18 -13 -9
-6 -17 3 -7 -14 -20 -14 -10
-6 -16 4 -8 -14 -20 -14 -9
-6 -15 4 -8 -14 -19 -14 -8
-6 -16 4 -8 -15 -20 -15 -9
-7 -16 4 -10 -17 -24 -18 -10
-8 -15 5 -11 -19 -27 -21 -12
-8 -14 7 -10 -20 -29 -22 -13
-8 -14 9 -9 -20 -29 -23 -14
-9 -15 9 -8 -18 -27 -23 -14
-10 -15 11 -5 -12 -21 -19 -13
-8 -16 13 2 -3 -13 -14 -12
-5 -16 17 13 12 3 -7 -8
-4 -15 19 25 28 20 4 -2
-3 -13 19 37 46 39 17 6
1 -9 17 47 61 59 31 15
8 -2 12 52 75 82 51 29
16 10 4 54 91 113 78 48
23 22 -6 48 100 145 109 68
29 34 -16 33 97 169 137 89
35 43 -27 11 85 182 157 105
37 42 -36 -10 69 186 168 114
34 35 -44 -28 53 180 168 114
30 28 -48 -47 31 162 154 106
23 23 -46 -67 2 131 133 92
15 19 -41 -87 -33 89 101 72
8 16 -36 -102 -66 42 64 52
4 15 -34 -116 -95 -6 24 28
-3 14 -30 -122 -115 -47 -9 9
-9 13 -30 -126 -129 -79 -32 -7
-12 12 -30 -117 -127 -91 -41 -14
-11 11 -29 -99 -109 -85 -40 -15
-10 10 -26 -81 -89 -72 -36 -14
-9 9 -23 -68 -73 -61 -30 -11
-7 8 -19 -58 -60 -48 -24 -8
-5 6 -16 -48 -49 -38 -20 -6
-4 3 -13 -39 -39 -31 -16 -4
-4 1 -12 -33 -34 -28 -15 -3
-4 1 -10 -27 -28 -25 -13 -3
-4 1 -7 -21 -22 -23 -13 -4
-5 0 -5 -16 -19 -20 -13 -5
-5 0 -4 -14 -18 -19 -13 -5
-6 -2 -3 -13 -16 -18 -13 -5
-9 -6 1 -10 -14 -17 -12 -5
-7 -6 3 -9 -13 -16 -12 -5
-4 -3 5 -7 -11 -14 -10 -4
-2 -3 4 -5 -10 -14 -10 -3
-5 -5 4 -5 -10 -15 -11 -5
-5 -4 5 -4 -9 -15 -12 -6
-5 -4 7 -2 -8 -15 -12 -7
-5 -7 8 0 -6 -15 -13 -8
-5 -9 9 1 -6 -15 -14 -9
-6 -8 8 0 -6 -14 -14 -10
-6 -8 8 -2 -6 -14 -15 -10
-6 -8 8 -3 -6 -14 -15 -10
-5 -7 6 -4 -7 -14 -16 -11
-5 -7 6 -4 -7 -14 -16 -11
-6 -8 6 -2 -7 -14 -14 -9
-5 -7 8 1 -6 -13 -12 -7
-2 -3 10 3 -3 -11 -10 -5
-2 -2 10 3 -3 -12 -10 -5
-5 -5 9 2 -3 -13 -12 -6
-6 -6 9 1 -4 -13 -13 -6
-5 -4 9 1 -4 -12 -13 -6
-3 -2 10 1 -4 -11 -13 -5
-3 -2 10 2 -4 -11 -13 -5
-3 -5 10 3 -4 -11 -12 -5
-4 -6 9 2 -4 -12 -12 -5
-5 -7 9 3 -3 -11 -11 -5
-5 -7 10 4 -2 -11 -12 -6
-5 -7 10 4 -2 -12 -13 -7
-6 -7 10 3 -3 -13 -15 -9
-5 -7 9 3 -3 -13 -16 -11
-5 -5 9 3 -3 -12 -17 -12
-3 -2 10 4 -2 -10 -16 -11
1 1 10 4 -2 -9 -15 -9
1 -2 10 5 0 -7 -13 -8
-3 -5 9 4 0 -7 -12 -7
-4 -5 9 4 0 -8 -12 -6
-3 -6 9 5 0 -10 -11 -5
-3 -6 9 5 0 -11 -11 -5
-4 -6 8 3 0 -11 -11 -6
-2 -5 8 2 -2 -11 -11 -6
-3 -4 8 2 -2 -10 -10 -6
-4 -5 8 2 -2 -9 -10 -5
-3 -4 9 3 -2 -8 -9 -4
-2 0 10 5 1 -7 -7 -3
-2 -2 9 4 1 -7 -8 -5
-4 -5 9 5 1 -6 -9 -5
-4 -5 9 5 1 -8 -10 -6
-3 -4 9 5 2 -7 -10 -7
-2 -2 8 5 3 -7 -10 -7
-2 0 8 5 3 -6 -10 -6
-3 1 7 5 2 -6 -11 -7
-4 1 7 4 1 -7 -12 -7
-4 0 7 4 1 -7 -12 -7
-4 0 7 5 2 -6 -12 -7
-4 -2 7 5 2 -5 -11 -7
-5 -3 7 6 3 -5 -11 -7
-5 -4 6 6 2 -7 -12 -8
-5 -4 7 6 3 -7 -11 -7
-4 -2 8 7 4 -4 -10 -6
1 3 9 8 5 -3 -9 -5
2 3 10 9 7 -2 -8 -5
-2 0 8 8 7 -3 -9 -6
-4 -2 7 6 5 -4 -10 -7
-4 1 6 5 4 -4 -10 -6
-4 1 6 7 5 -2 -8 -4
-3 1 7 10 7 1 -7 -3
1 3 7 10 8 0 -5 -2
1 4 7 10 7 1 -6 -2
-3 2 6 9 7 1 -7 -3
-2 3 5 8 6 0 -8 -4
1 5 6 8 8 1 -6 -3
0 4 5 6 7 1 -7 -4
-3 3 4 6 7 1 -7 -5
-2 3 5 6 7 1 -6 -4
-2 3 5 6 7 1 -6 -4
-4 2 5 7 8 3 -6 -3
-3 1 5 9 9 3 -6 -3
0 3 6 10 11 3 -6 -2
1 7 6 10 11 4 -5 -2
2 10 6 10 12 6 -3 -2
4 12 4 9 11 5 -4 -3
2 12 5 8 11 5 -4 -3
-2 9 4 9 12 6 -3 -3
-3 8 5 10 13 8 -2 0
0 8 4 10 12 8 -4 -2
0 8 5 11 12 9 -4 0
1 10 5 12 14 9 -3 0
2 10 6 13 16 10 -2 1
1 9 5 12 15 10 -2 0
-3 8 4 12 16 10 -2 -2
-4 8 2 10 14 9 -2 -3
-3 9 3 10 14 10 -2 -3
0 13 3 11 16 12 0 -2
3 16 3 12 17 14 2 1
5 17 3 13 19 15 3 1
5 16 4 15 20 17 3 3
4 15 4 15 20 16 3 3
4 15 4 15 20 16 4 3
4 15 3 15 20 17 4 3
4 15 2 14 20 17 4 2
3 16 2 14 21 18 5 2
2 18 3 15 22 21 7 4
3 19 3 15 23 22 7 5
4 19 3 15 24 23 8 6
4 19 2 15 24 24 9 6
3 19 2 15 25 24 9 6
2 19 2 17 25 25 10 7
1 19 2 16 25 24 10 7
1 19 1 16 25 25 10 7
3 19 -2 14 24 24 10 6
2 19 0 15 26 25 12 7
0 20 0 14 26 26 12 8
2 22 0 15 27 28 14 9
3 25 -2 14 26 28 14 8
3 26 -2 15 27 28 13 9
3 25 -3 15 27 28 12 8
3 24 -3 16 29 28 12 8
2 24 -3 17 29 30 13 9
2 24 -3 16 29 30 13 10
2 25 -2 15 28 30 14 11
4 28 -4 14 28 30 14 10
3 30 -3 15 28 30 15 11
2 29 -4 13 27 30 15 11
2 28 -3 14 27 30 16 13
3 29 -5 13 26 29 15 12
2 29 -5 12 25 28 13 11
1 28 -4 12 24 27 13 10
1 28 -4 12 23 25 12 10
0 27 -4 10 21 23 11 10
-3 23 -5 8 17 20 11 9
-3 22 -6 5 15 17 9 7
1 26 -5 6 14 17 10 8
5 28 -3 7 15 18 12 10
3 24 -2 8 14 18 11 11
1 20 -2 7 12 15 9 9
1 18 -2 5 10 12 7 8
1 16 1 6 10 11 7 8
-2 12 2 7 9 11 7 8
-3 8 2 6 8 9 5 7
-2 7 2 5 6 7 4 7
1 8 4 5 6 7 4 6
3 8 6 6 6 7 4 7
3 7 6 5 5 5 4 6
0 2 5 5 4 4 3 6
-2 -2 5 6 3 3 3 6
-2 -5 7 6 3 3 3 7
-3 -8 8 7 3 2 2 7
-5 -11 7 6 1 0 -2 4
-5 -14 8 6 1 -2 -2 4
-4 -15 10 6 1 -2 -2 4
1 -12 12 7 2 0 -2 4
4 -10 13 7 2 0 -3 3
0 -15 13 7 1 -2 -3 3
-5 -19 11 6 0 -4 -5 2
-3 -20 12 8 0 -3 -3 4
1 -19 13 9 1 -3 -2 6
1 -19 13 9 0 -4 -3 5
1 -20 13 9 0 -5 -4 4
0 -20 13 8 0 -5 -5 4
-2 -20 14 7 -2 -6 -6 4
-4 -20 13 6 -4 -7 -7 2
-4 -20 13 5 -4 -8 -9 0
-4 -21 14 6 -3 -7 -8 1
-4 -20 13 6 -3 -8 -8 0
-3 -19 14 7 -2 -7 -7 2
-2 -18 15 9 0 -6 -6 3
-2 -18 15 9 0 -7 -6 3
-2 -19 14 8 -2 -8 -8 1
-2 -19 14 7 -3 -8 -8 1
-2 -18 13 6 -3 -9 -9 1
-4 -19 13 5 -4 -10 -9 0
-5 -20 13 5 -4 -10 -8 0
-3 -18 13 6 -4 -9 -7 0
0 -17 13 6 -4 -8 -7 0
-2 -19 13 6 -4 -8 -7 0
-4 -20 12 5 -4 -10 -8 -2
-4 -21 13 6 -4 -10 -8 0
-5 -22 12 6 -5 -10 -9 -2
-5 -23 11 5 -5 -11 -9 0
-6 -24 10 4 -5 -11 -10 -2
-4 -22 10 5 -5 -10 -10 -2
-2 -17 11 6 -3 -9 -8 0
-2 -16 12 7 0 -8 -6 1
-3 -18 11 7 -2 -8 -7 1
-3 -19 11 6 -4 -8 -7 1
-2 -19 11 6 -3 -8 -6 2
-4 -21 11 7 -3 -9 -7 1
-6 -23 10 6 -4 -9 -8 -2
-6 -22 11 7 -3 -8 -7 0
-4 -19 11 7 0 -7 -6 0
0 -16 13 9 2 -4 -4 4
1 -14 14 9 2 -3 -4 4
-2 -16 13 8 1 -4 -5 3
-3 -18 11 8 -2 -6 -6 1
-3 -19 11 7 -2 -7 -6 1
-4 -19 10 7 -2 -7 -6 1
-5 -20 10 7 -2 -7 -7 0
-5 -20 9 6 -2 -8 -8 -3
-5 -18 9 5 -3 -8 -9 -3
-4 -17 12 7 1 -5 -6 0
-3 -17 14 9 3 -3 -4 2
-5 -17 12 8 2 -3 -5 1
-5 -18 10 6 0 -5 -6 1
-2 -16 11 8 1 -4 -4 3
5 -11 12 9 1 -3 -3 4
5 -11 12 10 1 -3 -2 5
1 -15 11 9 1 -4 -2 4
0 -17 11 8 0 -4 -3 3
0 -16 11 9 1 -3 -2 3
0 -15 10 8 1 -3 -2 3
-2 -15 10 9 2 -2 -2 4
-3 -16 10 8 2 -3 -2 4
-4 -17 10 7 2 -3 -2 3
-5 -17 9 6 1 -4 -2 2
-4 -17 9 6 0 -4 -2 3
-2 -17 8 6 0 -4 0 3
0 -16 9 8 1 -3 1 4
-2 -16 11 9 2 -2 1 4
0 -14 10 8 2 -3 0 4
1 -13 10 7 1 -3 -3 3
0 -14 10 7 1 -3 -2 4
-2 -14 9 6 0 -3 -3 2
-3 -15 10 6 1 -3 -3 2
-3 -15 10 7 0 -4 -3 3
-2 -14 9 6 -2 -4 -3 2
-3 -15 9 7 -2 -4 -2 3
-4 -16 9 7 -3 -4 -2 3
-4 -17 8 6 -4 -5 -4 3
-3 -16 8 4 -3 -5 -3 3
0 -15 9 5 0 -4 -3 3
0 -14 10 6 0 -4 -3 3
-3 -16 9 4 -3 -5 -5 2
-5 -18 8 2 -5 -6 -6 1
-5 -18 7 3 -5 -7 -6 0
-4 -17 10 5 -3 -5 -4 2
0 -15 10 6 -2 -5 -2 4
1 -13 11 6 -2 -4 -2 4
0 -14 10 6 -3 -4 -3 3
-3 -14 10 6 -3 -5 -3 3
-3 -14 10 6 -2 -5 -4 3
-3 -15 11 6 -2 -5 -5 3
-3 -15 11 5 -2 -4 -5 3
-4 -16 11 5 -2 -4 -4 2
-5 -17 9 3 -3 -6 -5 0
-5 -18 7 2 -5 -8 -6 0
-5 -18 7 2 -5 -9 -6 0
-5 -18 7 2 -6 -9 -6 -2
-5 -18 7 2 -6 -8 -6 -2
-5 -19 7 1 -6 -8 -5 -2
-4 -18 7 1 -6 -8 -4 0
-3 -16 8 2 -4 -6 -4 1
2 -12 10 3 -3 -5 -3 2
2 -12 9 3 -4 -6 -3 3
-3 -15 8 1 -5 -7 -4 1
-5 -16 8 1 -4 -6 -4 1
-3 -13 9 3 -3 -5 -3 3
-3 -12 9 5 -2 -4 0 4
-4 -11 9 4 0 -4 1 4
-2 -9 10 5 1 -2 2 5
0 -6 11 5 2 -2 2 5
0 -4 12 5 2 0 2 6
-2 -5 12 3 1 -2 0 4
-5 -7 12 4 2 -2 0 4
-7 -10 14 6 2 -2 0 4
-5 -9 15 6 2 -2 0 2
-2 -6 18 8 3 -2 1 3
2 -2 19 10 5 0 2 4
4 2 19 12 6 3 3 6
2 2 17 10 6 3 3 6
0 1 16 8 5 3 3 5
0 2 14 7 5 3 3 5
-2 3 11 5 4 2 3 7
-2 2 6 1 1 1 2 7
-2 0 3 0 0 1 3 8
1 1 1 -2 0 1 3 8
4 5 -2 -2 0 1 3 9
5 7 -3 -3 0 0 4 9
3 6 -3 -3 -2 -2 4 8
3 4 -4 -4 -3 -2 3 7
3 3 -3 -3 -2 0 4 8
3 3 -4 -3 -2 0 4 8
2 3 -4 -4 -3 0 4 8
4 4 -5 -4 -3 0 4 9
6 4 -4 -4 -3 0 4 9
6 3 -3 -3 -2 1 4 10
5 1 -3 -3 -3 0 4 9
3 -4 -2 -2 -3 -2 4 9
0 -7 -2 -2 -3 -2 4 9
-3 -8 0 -2 -4 -2 3 9
-2 -6 0 -3 -6 -4 3 7
1 -2 2 -3 -6 -4 2 7
3 1 4 -4 -7 -6 0 6
1 -3 6 -3 -7 -6 -2 5
-3 -7 6 -3 -9 -7 -3 4
-2 -8 6 -4 -9 -8 -4 3
-2 -8 6 -4 -10 -9 -4 1
-3 -9 7 -2 -10 -9 -5 1
-3 -9 7 -2 -10 -10 -6 1
-3 -10 7 -3 -10 -11 -7 0
-4 -13 7 -4 -10 -12 -8 -2
-6 -17 6 -6 -12 -14 -10 -5
-8 -17 6 -5 -13 -13 -11 -7
-7 -17 6 -5 -14 -14 -10 -7
-3 -14 9 0 -11 -11 -6 -3
3 -9 10 0 -10 -10 -5 -2
3 -10 10 -2 -10 -10 -5 -3
0 -14 7 -3 -11 -11 -7 -4
-2 -15 8 -2 -10 -11 -6 -3
-4 -14 9 0 -10 -11 -6 -3
-5 -16 8 -3 -12 -13 -7 -4
-7 -19 6 -5 -13 -15 -9 -5
-6 -19 6 -4 -13 -15 -9 -5
-5 -17 7 -3 -12 -13 -8 -4
-4 -14 9 0 -11 -11 -6 -4
-4 -14 9 0 -11 -11 -7 -5
-7 -17 6 -5 -14 -14 -10 -8
-8 -19 5 -6 -15 -16 -12 -9
-7 -18 6 -5 -14 -17 -12 -8
-8 -20 6 -5 -14 -16 -12 -9
-9 -23 6 -5 -15 -17 -12 -9
-7 -21 6 -4 -15 -16 -11 -8
-4 -17 9 -2 -13 -14 -9 -6
-2 -15 10 0 -12 -12 -7 -4
-2 -15 11 1 -11 -11 -6 -3
-2 -15 11 1 -11 -11 -6 -3
-2 -15 10 1 -11 -12 -6 -5
-5 -17 10 1 -12 -12 -6 -5
-5 -17 9 1 -12 -12 -7 -5
-5 -14 9 0 -12 -12 -8 -5
-5 -15 8 -2 -13 -14 -9 -6
-8 -17 6 -4 -14 -16 -11 -7
-10 -19 5 -4 -15 -16 -11 -7
-11 -17 6 -4 -15 -15 -11 -7
-7 -16 9 -3 -14 -15 -11 -7
-4 -14 12 -2 -14 -16 -11 -6
-5 -15 13 -3 -16 -20 -13 -8
-8 -16 11 -5 -20 -25 -18 -12
-9 -16 13 -5 -19 -25 -18 -12
-9 -16 14 -4 -18 -23 -18 -13
-10 -16 15 0 -13 -18 -16 -12
-10 -16 18 7 -5 -9 -12 -11
-8 -16 21 19 10 5 -6 -8
-4 -14 26 34 28 23 6 -2
1 -12 28 49 49 45 19 7
5 -10 25 57 65 63 33 16
8 -4 18 59 77 86 53 28
14 7 10 55 89 115 77 46
20 17 -2 43 95 148 105 63
25 30 -16 21 93 176 132 81
29 42 -31 -5 84 198 157 100
32 49 -48 -29 72 213 175 113
30 47 -58 -48 58 216 181 118
28 43 -61 -69 34 199 173 114
25 39 -59 -91 4 169 153 104
21 37 -57 -109 -30 131 127 90
15 33 -55 -124 -62 86 94 70
6 26 -54 -133 -91 37 55 47
-2 23 -51 -132 -110 -9 18 24
-5 23 -47 -122 -119 -46 -10 8
-8 20 -43 -107 -113 -62 -22 -2
-10 15 -37 -86 -97 -60 -23 -4
-9 13 -32 -70 -81 -54 -23 -6
-7 11 -28 -61 -69 -49 -21 -6
-7 6 -26 -51 -57 -40 -18 -4
-7 0 -24 -40 -47 -31 -15 -4
-7 -3 -20 -31 -38 -24 -12 -3
-5 -2 -15 -23 -30 -19 -9 0
-2 1 -10 -15 -22 -14 -6 2
-2 1 -6 -10 -17 -11 -5 2
-4 0 -4 -8 -15 -10 -6 0
-5 -2 -3 -6 -14 -11 -7 -3
-5 -2 0 -3 -12 -11 -8 -4
-5 -2 3 1 -10 -10 -8 -4
0 1 6 3 -7 -8 -7 -4
1 1 8 6 -6 -6 -5 -2
-3 -3 7 6 -6 -6 -6 -2
-5 -6 7 7 -7 -8 -8 -3
-4 -7 7 8 -6 -9 -9 -4
-4 -6 7 8 -6 -10 -10 -6
-4 -5 8 9 -5 -9 -9 -5
-2 -4 7 8 -5 -9 -10 -5
-3 -3 6 8 -4 -9 -10 -5
-2 -3 5 7 -5 -9 -10 -5
0 -3 4 6 -7 -10 -12 -6
-2 -3 5 7 -6 -9 -10 -6
-4 -4 6 9 -4 -8 -8 -5
